( SECYT_mm_1_167 "Una atmósfera libertaria planea sobre Montevideo." )
( SECYT_mm_1_178 "Descubren fármacos adulterados en Junín." )
( SECYT_mm_1_421 "El quiasmo y el circunloquio abundan en su poesía." )
( SECYT_mm_1_618 "Recibió con humildad el diploma olimpíaco." )
( SECYT_mm_1_525 "El radiotransmisor funciona a doscientos veinte voltios." )
( SECYT_mm_1_181 "Un delincuente mató de un tiro fulminante a un comerciante." )
( SECYT_mm_1_127 "Luces y sombras en el perfil de un hombre político." )
( SECYT_mm_1_359 "El túnel se conecta con las napas friáticas." )
( SECYT_mm_1_660 "El adoctrinador fue biografiado en forma ortodoxa." )
( SECYT_mm_1_531 "Ofuscación por el trasfondo fraudulento entre la agrupación oficialista y la mafia." )
( SECYT_mm_1_499 "Le dieron la bienvenida a Rubén Beltrán en el Abasto." )
( SECYT_mm_1_163 "Un recreo ofrece deportes y restaurante en Chañá." )
( SECYT_mm_1_518 "El engrudo es una mezcla de harina y agua." )
( SECYT_mm_1_325 "Se celebró el agnusdéi con la solemnidad de la circunstancia." )
( SECYT_mm_1_221 "Tenía una blusa de yersey de color lilac y jalde." )
( SECYT_mm_1_299 "Pueden contagiar sarampión." )
( SECYT_mm_1_350 "No puedo desplumar el colchoncillo." )
( SECYT_mm_1_62 "Es joven y sin embargo no es felíz." )
( SECYT_mm_1_365 "Recomendó un trato coloquial a la niñez." )
( SECYT_mm_1_68 "Fuimos como dueño y cliente al club para cobrar." )
( SECYT_mm_1_566 "Apretó las espuelas del bravo pingo cimarrón." )
( SECYT_mm_1_504 "El plomero hizo un curso de fontanería." )
( SECYT_mm_1_718 "Son arbustos americanos la adelfa el guandú el guantizo y el chapi." )
( SECYT_mm_1_26 "El cambio de las costumbres es cada vez más rápido." )
( SECYT_mm_1_105 "Las investigadoras analizan los modos de subsistencia." )
( SECYT_mm_1_530 "Se observa cierta turbiedad del aire en el firmamento." )
( SECYT_mm_1_493 "Cortázar escribió un libro conceptual y autobiográfico." )
( SECYT_mm_1_643 "Al trenzar las ramitas del cohihue obtienes una artesanía." )
( SECYT_mm_1_422 "En su campo cultivó olmos y anacahuitas." )
( SECYT_mm_1_126 "Los trenes que salieron tarde no llegan a horario." )
( SECYT_mm_1_227 "El donjuán bailó hasta atolondrarse." )
( SECYT_mm_1_249 "Se encrespa hasta la cúspide." )
( SECYT_mm_1_652 "Si es miedoso y domesticado El espadachín no sirve." )
( SECYT_mm_1_152 "Se mantienen alerta frente a la crisis." )
( SECYT_mm_1_174 "Usted colóquela en una fuente." )
( SECYT_mm_1_733 "El cuociente es igual a la decimocuarta parte de veintidós." )
( SECYT_mm_1_319 "Es una substancia pústina para humectar la piel." )
( SECYT_mm_1_415 "Se sintió abochornado porque le dijeron piltrafa." )
( SECYT_mm_1_515 "El mapamundi es una muestra de la superficie terrestre." )
( SECYT_mm_1_726 "Escaupil es una voz del náhualt." )
( SECYT_mm_1_333 "La araucana teje un felpudo." )
( SECYT_mm_1_31 "El crimen impulsó una manifestación." )
( SECYT_mm_1_136 "El gremio de docentes convocó a un paro nacional." )
( SECYT_mm_1_677 "amargado comulgó sus cuitas." )
( SECYT_mm_1_334 "Comenzó a cundir esa actitud negligente." )
( SECYT_mm_1_262 "Traza una curva elíptica en torno a Neptuno." )
( SECYT_mm_1_10 "Cada camión carga entre quince y veinte mil pesos." )
( SECYT_mm_1_345 "Fue peligrosa la bifurcación de las esquirlas." )
( SECYT_mm_1_399 "tratan el endeudamiento de Corrientes." )
( SECYT_mm_1_65 "Esos países deben reembolsar la deuda." )
( SECYT_mm_1_1 "Álvarez se había animado a contarle un chiste." )
( SECYT_mm_1_654 "He de lustrar ésa valiosa lezna." )
( SECYT_mm_1_42 "El precio es un factor importante de compra." )
( SECYT_mm_1_20 "El abigarrado texto complace al lector." )
( SECYT_mm_1_288 "Ordenó sitiar el terraplén y la rampa." )
( SECYT_mm_1_600 "El ganso picotea la hojarasca en busca de una lombriz." )
( SECYT_mm_1_629 "Intentó descascarar la nuecesilla." )
( SECYT_mm_1_673 "Es un recordatorio sacro de la alcaldeza." )
( SECYT_mm_1_153 "Se palpitaba allí cierto ánimo de triunfo." )
( SECYT_mm_1_603 "Ordenan demoler la ilustre cámara de comercio." )
( SECYT_mm_1_117 "Los chicos acompañan a los papás al supermercado." )
( SECYT_mm_1_535 "El huertero cultivó perejil choclo y ají." )
( SECYT_mm_1_225 "Es símbolo de autoctonía y de raigambre nacional." )
( SECYT_mm_1_459 "Tiene muñeca y dedos para dar un rotundo y contundente trompis." )
( SECYT_mm_1_640 "Hay que pasar el llantén por un rayador." )
( SECYT_mm_1_283 "Melchor le obsequió un vetusto pimpollo." )
( SECYT_mm_1_188 "Los científicos intentarán estudiar el alcance del temblor." )
( SECYT_mm_1_354 "se ganó un calientaplatos y una freidora." )
( SECYT_mm_1_116 "Los camiones cargados rompen las rutas nacionales." )
( SECYT_mm_1_599 "El cuentista publica en la editorial el quirquincho." )
( SECYT_mm_1_12 "Calor y sol contrastarán con tiempo fresco." )
( SECYT_mm_1_389 "Desenjaula los bueyes de la yuntería." )
( SECYT_mm_1_494 "Debuta en Jerusalén el cuádruple campeón de vóleibol." )
( SECYT_mm_1_728 "Compró antihelmínticos para matar los gusanos." )
( SECYT_mm_1_206 "El sainete trata sobre el amor desairado." )
( SECYT_mm_1_125 "Los recursos permiten identificar las especies." )
( SECYT_mm_1_414 "es un furris azumbrado." )
( SECYT_mm_1_467 "Nadie pudo adueñarse de la bestia iracunda." )
( SECYT_mm_1_22 "El atletismo comparte el honor." )
( SECYT_mm_1_514 "A partir del resfrío comenzó a afiebrarse." )
( SECYT_mm_1_185 "El automóvil es ruidoso y consume demasiado combustible." )
( SECYT_mm_1_416 "Parece ramplón el zarramplín." )
( SECYT_mm_1_13 "Chinchudo pegó amplias trompadas al aire." )
( SECYT_mm_1_623 "Defiende el insoslayable derecho a la insubordinación." )
( SECYT_mm_1_505 "El encuadernador hizo una copia mimeografiada de los cuadernillos." )
( SECYT_mm_1_351 "Tenía esguinzado el tejido muscular." )
( SECYT_mm_1_55 "En día feriado cierran las escuelas y los negocios." )
( SECYT_mm_1_286 "El gorrión de ojos vidriosos y tiernos." )
( SECYT_mm_1_676 "El mueblaje se limpia trimestralmente." )
( SECYT_mm_1_81 "La empresa de Milán es accionista del consorcio." )
( SECYT_mm_1_497 "El ejemplo del prócer es ilustrativo de la gesta triunfal sanmartiniana." )
( SECYT_mm_1_112 "Los actos de habla son múltiples." )
( SECYT_mm_1_352 "Ocurrírsele maligna idea." )
( SECYT_mm_1_220 "Quedó boquiabierto ante la excelsitud del paisaje selvático." )
( SECYT_mm_1_413 "Le dijo embaucador repugnante al gamberro." )
( SECYT_mm_1_94 "La parrilla aloja una nueva insignia del león." )
( SECYT_mm_1_580 "Quería participar de los privilegios del señorío." )
( SECYT_mm_1_613 "Con frecuencia pernocta en aquel lugar inhóspito y enigmático." )
( SECYT_mm_1_443 "El piñoncito averiado gira a dextrorsum." )
( SECYT_mm_1_715 "El oficial de maestranza quedó atontado por el flechazo." )
( SECYT_mm_1_321 "Riveiro deglute el faisán con piesco." )
( SECYT_mm_1_75 "Informes e inscripción en la misma oficina." )
( SECYT_mm_1_498 "es bienintencionada." )
( SECYT_mm_1_576 "la gordinflona piensa que adelgazar es cosa de mandinga." )
( SECYT_mm_1_702 "Quiere comer la rosquilla desarmada." )
( SECYT_mm_1_3 "Ayer el general cumplió ochenta años." )
( SECYT_mm_1_368 "Comenzó a arriar la jauría." )
( SECYT_mm_1_532 "El físico checoeslovaco realizó la demostración con rigor." )
( SECYT_mm_1_115 "Los cambios no se reflejaron mayormente." )
( SECYT_mm_1_140 "Perdió su carácter exclusivo Pinamar." )
( SECYT_mm_1_559 "El águila y el chajá se disputan la lagartija hedionda." )
( SECYT_mm_1_432 "En la prueba de acrobacia sorprendió el ágil acróbata atuerpience." )
( SECYT_mm_1_176 "Discriminaron extranjeros del Perú." )
( SECYT_mm_1_329 "Era un hombre de pensamiento dogmático e invariante." )
( SECYT_mm_1_454 "La servidumbre pugna por llegar al corral." )
( SECYT_mm_1_689 "La afincada terminó por achancharse." )
( SECYT_mm_1_672 "Se apropicuo en el acolchado de piqué del antecuarto." )
( SECYT_mm_1_412 "La lista de deudores impositivos rondará los diez millones." )
( SECYT_mm_1_710 "Al atardecer se puso su disfraz juglaresco." )
( SECYT_mm_1_425 "Rodeado del ceibal y el coletuy Plantó una tiaca." )
( SECYT_mm_1_232 "Sus frutos preferidos son las guindas y las drupas." )
( SECYT_mm_1_72 "Hay que abrir la biblia para apreciarla." )
( SECYT_mm_1_189 "Rastrean la zona del terremoto para ubicar los cuerpos de las victimas." )
( SECYT_mm_1_492 "El monje hindú no es panteísta." )
( SECYT_mm_1_721 "Elsa Queruska condimenta los ñoquis con huacátay." )
( SECYT_mm_1_500 "Andrea sembró el césped recientemente." )
( SECYT_mm_1_577 "Empezó a deflorar el duraznero." )
( SECYT_mm_1_487 "Le gusta contemplar su esbeltez y textura." )
( SECYT_mm_1_527 "Le extirparon un tumor craneano." )
( SECYT_mm_1_37 "El laurel es una planta aromática." )
( SECYT_mm_1_705 "Materialmente le arrostró el pagaré." )
( SECYT_mm_1_147 "Rechazan los reclamos agropecuarios." )
( SECYT_mm_1_25 "El cabernet es ideal para carnes." )
( SECYT_mm_1_273 "El suizo estudió la fauna de Gibraltar." )
( SECYT_mm_1_446 "La pobreza es un mal crónico donde cunde el tifus." )
( SECYT_mm_1_519 "El templo de base rectangular tiene columnas cilíndricas." )
( SECYT_mm_1_35 "El globo subió por la chimenea." )
( SECYT_mm_1_536 "El jardinero prefiere el jazmín silvestre al ligustro." )
( SECYT_mm_1_648 "Tempranillo sale Garay del rancho." )
( SECYT_mm_1_9 "Bruno sentó sus reales sobre la margen oriental del río." )
( SECYT_mm_1_233 "El tuerto comió alfóstigas por treintaidoseava vez." )
( SECYT_mm_1_578 "La burguesía del virreinato debió acriollarse." )
( SECYT_mm_1_407 "Los cuentos antigüos tratan sobre el periplo de Ulises." )
( SECYT_mm_1_247 "Dichas toxinas causan lientería." )
( SECYT_mm_1_707 "El esposo de la ranchera es un canirostro." )
( SECYT_mm_1_400 "Es una mixtura de las prácticas religiosas de los japoneses." )
( SECYT_mm_1_595 "El cochabambino viajó a Potosí." )
( SECYT_mm_1_203 "Sobran las lapiceras y las prestan." )
( SECYT_mm_1_624 "Tuvo que emperrarse en arrancar ese auto de morondanga." )
( SECYT_mm_1_63 "Es una guía para saber qué hacer y porqué hacerlo." )
( SECYT_mm_1_197 "El diurético le causó pérdida de peso." )
( SECYT_mm_1_725 "Es un sausal ochentanario." )
( SECYT_mm_1_268 "El juglar ejecutó la flauta y el flautín." )
( SECYT_mm_1_662 "El bibliófilo visitó el bingo anteanoche." )
( SECYT_mm_1_452 "El donjuanesco gondolero tusco salió avergonzado." )
( SECYT_mm_1_46 "El promedio a imprimir es de treinta millones por mes." )
( SECYT_mm_1_522 "La bronquitis le produjo fiebre." )
( SECYT_mm_1_455 "Calambre es sinónimo de garrampa." )
( SECYT_mm_1_650 "Vino el japonés con su nietecito ingenuo." )
( SECYT_mm_1_61 "Entre los ejemplos citamos el caso español." )
( SECYT_mm_1_216 "El estroncio y el hidragiro son términos químicos." )
( SECYT_mm_1_271 "La regurgitación se debió a un ataque epiléptico." )
( SECYT_mm_1_66 "Estos camiones intentaron pasar por Clorinda." )
( SECYT_mm_1_694 "Resulta iatrogénico para la ingle." )
( SECYT_mm_1_218 "Los caminos se entrecruzan y bifurcan." )
( SECYT_mm_1_550 "En el pantano hay caña de bambú y tulipán." )
( SECYT_mm_1_177 "Existe desconfianza ante el presente incumplimiento del organismo." )
( SECYT_mm_1_598 "Surtir el insecticida diluído uno a la decimoquinta." )
( SECYT_mm_1_239 "El usufructuario de la hacienda quiso adquirirlo." )
( SECYT_mm_1_255 "El argüidor supo amuermar a la audiencia." )
( SECYT_mm_1_704 "Ingerir champú es riesgoso." )
( SECYT_mm_1_546 "El pueblo guatemalteco va a las urnas." )
( SECYT_mm_1_311 "El gaucho resultó damnificado." )
( SECYT_mm_1_53 "Empresarios del sector reconocieron que se agrega solvente." )
( SECYT_mm_1_426 "Prefiere un acle y un séchil." )
( SECYT_mm_1_418 "Se sirvió un quianti añejado y guindado en damajuana." )
( SECYT_mm_1_293 "La trienal de arte fue antiartística y antiestética." )
( SECYT_mm_1_571 "Comieron chancho deshuesado y truchas." )
( SECYT_mm_1_628 "Debió aprender la abstracción de aquél misterio." )
( SECYT_mm_1_360 "Se comporta desenvueltamente la tontuela." )
( SECYT_mm_1_417 "El pruno es una especie de ciruelo." )
( SECYT_mm_1_202 "Encontré una prueba eficaz para la detección de la señal." )
( SECYT_mm_1_54 "En agosto la agencia estimó el costo en doscientos pesos." )
( SECYT_mm_1_625 "El sultán tiene una cuantiosa e incalculable fortuna." )
( SECYT_mm_1_638 "El claroscuro se logra con una patina de purpurina y aguarrás." )
( SECYT_mm_1_460 "Música ficta en sí bemol." )
( SECYT_mm_1_528 "Reencuentro ante la inminente fractura del partido democristiano." )
( SECYT_mm_1_96 "La prensa se ocupa del conflicto árabe." )
( SECYT_mm_1_279 "La viuda estaba carifruncida en la quermés." )
( SECYT_mm_1_450 "El odontólogo usó un algodón para la profilaxis." )
( SECYT_mm_1_560 "Silva compuso un comedión sarcástico y rocambolesco." )
( SECYT_mm_1_155 "Su titular calculó que la suma podría ascender al doble." )
( SECYT_mm_1_5 "A decir verdad ellas no se adaptan." )
( SECYT_mm_1_192 "Los choferes aprueban un plan de lucha en defensa del salario mínimo." )
( SECYT_mm_1_666 "Descubrieron una red de contraespionaje continental." )
( SECYT_mm_1_122 "Los gobernadores no aceptan que les limiten los fondos." )
( SECYT_mm_1_445 "El norirlandés viajó de Cochabamba a colombia." )
( SECYT_mm_1_108 "Lentamente cualquier tristeza se apacigua." )
( SECYT_mm_1_541 "El carpintero usa hábilmente las fresas y las gubias." )
( SECYT_mm_1_465 "El etnógrafo estudió un grupo étnico del Paraguay." )
( SECYT_mm_1_544 "El manuscrito era un verdadero jeroglífico." )
( SECYT_mm_1_642 "Le daban chuchos y entuertos." )
( SECYT_mm_1_263 "El acto delictivo se produjo en Pompeya." )
( SECYT_mm_1_729 "El zafre es el óxido de cobalto mezclado con cuarzo." )
( SECYT_mm_1_142 "Polícrates estafó a los espartanos con monedas falsas." )
( SECYT_mm_1_211 "Preguntó adonde aguarda el ñeque." )
( SECYT_mm_1_77 "Judas vendió a Jesucristo por treinta monedas." )
( SECYT_mm_1_165 "Un sutil monumento arribó para quedarse." )
( SECYT_mm_1_234 "Plasmó la figura en el yunque." )
( SECYT_mm_1_433 "Se verán los artículos referentes al gerundio y la frase adverbial." )
( SECYT_mm_1_358 "Se trata de una runfla mafiosa." )
( SECYT_mm_1_431 "Los hombres del islam comieron gazpacho y cuscús." )
( SECYT_mm_1_170 "Una gargantilla de oro llega a las tarimas de Roldán." )
( SECYT_mm_1_434 "La galactosa es adstringente para el lactante." )
( SECYT_mm_1_709 "El usuario poseía un sonsonete suavizador." )
( SECYT_mm_1_686 "Juntos son una conjunción indigesta." )
( SECYT_mm_1_85 "La feria se extiende en la calle Bartolomé Mitre." )
( SECYT_mm_1_453 "La jurisprudencia aplazó el referéndum en el ayuntamiento." )
( SECYT_mm_1_91 "La justicia federal detuvo a cinco camiones." )
( SECYT_mm_1_507 "El autobús veintidós se detuvo en el andén." )
( SECYT_mm_1_547 "Se percibe en la llanura la pintoresca imagen del sorgo y la alfalfa." )
( SECYT_mm_1_661 "Los merovingios impusieron su blasón en la viceprovincia." )
( SECYT_mm_1_272 "La orden jesuita fue dominante después del feudalismo." )
( SECYT_mm_1_543 "Sirvió un chupín de pescado con ostras y hongos." )
( SECYT_mm_1_727 "El mirliflor es un amuhelgador." )
( SECYT_mm_1_430 "Los guardias hallaron un alambique de aguardiente y cúmel en el recinto." )
( SECYT_mm_1_635 "Es necesario higienizar esa putrescencia." )
( SECYT_mm_1_390 "Debes frotar los balaustros con viruta." )
( SECYT_mm_1_472 "dálmata duerme en el colchón de plumas." )
( SECYT_mm_1_470 "El fisco cobrará un arancel adicional." )
( SECYT_mm_1_303 "Como buen antialcohólico rechazó el güisqui." )
( SECYT_mm_1_109 "Limpiaron ventanas y puertas." )
( SECYT_mm_1_520 "El desempeño de Victor Guapinol en las olimpíadas fue mediocre." )
( SECYT_mm_1_302 "La obstrucción agrieta la techumbre." )
( SECYT_mm_1_717 "Comenzó a pircar el antiguo brosquil." )
( SECYT_mm_1_523 "Proponen reexaminar el régimen de aeropuertos." )
( SECYT_mm_1_30 "El contexto fue disímil." )
( SECYT_mm_1_289 "Al grito de auxilio corrió a socorrerlo." )
( SECYT_mm_1_32 "El dulce de leche es bien argentino." )
( SECYT_mm_1_388 "El pluralismo se encontraba enjaulado." )
( SECYT_mm_1_716 "componen la didascalia piezas juglaras y anacreónticas." )
( SECYT_mm_1_612 "Al actuar tiene que fingir el llanto." )
( SECYT_mm_1_392 "Tuvo la intuición de que iba a enviudar." )
( SECYT_mm_1_50 "El traspaso de marchas mucho más suave y efectivo es." )
( SECYT_mm_1_428 "La oposición anticlerical y anarquista criticó al clero arecía frailesco." )
( SECYT_mm_1_113 "Los alumnos arrojaban huevos a diestra y siniestra." )
( SECYT_mm_1_245 "Viajaron en la rusticidad de ese furgón desmembrado." )
( SECYT_mm_1_482 "El corpúsculo proviene de un asteroide de la vía láctea." )
( SECYT_mm_1_731 "circumincesión es la presencia recíproca de la divinidad triádica." )
( SECYT_mm_1_79 "La catástrofe devastó la ciudad." )
( SECYT_mm_1_557 "El coatí es asustadizo y difícil de adiestrar." )
( SECYT_mm_1_143 "Por el crimen se suspendieron las reuniones." )
( SECYT_mm_1_512 "El guardacostas vislumbró el naufragar del buque pesquero." )
( SECYT_mm_1_313 "Usaba el chumbo para delinquir." )
( SECYT_mm_1_296 "El ladrón estuvo a punto de escabullirse." )
( SECYT_mm_1_41 "El poeta escribe sus versos a la sombra de un sauce." )
( SECYT_mm_1_697 "Tiene un sobrenombre nesteriano." )
( SECYT_mm_1_213 "Un hombre viril y una mujer despampanante." )
( SECYT_mm_1_131 "Murió el periodista creador del diario La Razón." )
( SECYT_mm_1_491 "El pacifista propuso la autogestión medioambiental." )
( SECYT_mm_1_664 "Pusieron cataplasmas en su espalda." )
( SECYT_mm_1_620 "Llegó a la exasperación por una pulga perturbadora." )
( SECYT_mm_1_207 "El sexto aluvión del año produjo una muerte." )
( SECYT_mm_1_40 "El partido lucha contra el estigma del fraude." )
( SECYT_mm_1_82 "La escasez de lluvia provoca bajante del río." )
( SECYT_mm_1_562 "La tempestad produjo el atascamiento en la autopista." )
( SECYT_mm_1_655 "El blancuzco alelí creció en el mimbral." )
( SECYT_mm_1_659 "La atrofia del elefante lo hacía más faunesco aún." )
( SECYT_mm_1_90 "La izquierda uruguaya gana en las encuestas." )
( SECYT_mm_1_637 "Parecía aquel antropomorfo del darwinismo." )
( SECYT_mm_1_719 "El bosque tenía minglanas regoldanas y robles englantados." )
( SECYT_mm_1_555 "Hacen un balance retrospectivo sobre la industrialización del país." )
( SECYT_mm_1_483 "Olvidó el significado de la palabra adipsia." )
( SECYT_mm_1_252 "Había guaycurús y loicas." )
( SECYT_mm_1_58 "En la mañana todo el mundo anda a pie." )
( SECYT_mm_1_480 "El patrón conducía el quitrén durante el arriamiento." )
( SECYT_mm_1_214 "El oviscapto es el abdomen de muchos insectos." )
( SECYT_mm_1_327 "Tuvo que peinarse y afeitarse." )
( SECYT_mm_1_658 "Tal zafiedad no coincide con su escolasticismo." )
( SECYT_mm_1_533 "Brindaron un brebaje de té de boldo." )
( SECYT_mm_1_667 "Juntamos un mocasín y churumbeles." )
( SECYT_mm_1_18 "Desbordan las restricciones en la cueva." )
( SECYT_mm_1_348 "Tuvo que confiarle la postdata." )
( SECYT_mm_1_315 "Demostró su aptitud para el ciclismo." )
( SECYT_mm_1_734 "Juan Lerdós quiere tarjetearse con usted." )
( SECYT_mm_1_517 "El individualista sólo se mira el ombligo." )
( SECYT_mm_1_186 "Ernesto Funes tocará el saxo en el bar El Tropezón." )
( SECYT_mm_1_634 "Quiso despedirse gentilmente." )
( SECYT_mm_1_226 "Estaba cansado de piruetear en el salón bailable." )
( SECYT_mm_1_196 "Los genios preveen descubrirlos." )
( SECYT_mm_1_164 "Un robot localizó ayer las cajas negras." )
( SECYT_mm_1_86 "La firma no corresponde al demandado." )
( SECYT_mm_1_39 "El nieto se puso la boina con bronca." )
( SECYT_mm_1_129 "Maximiliano está en reposo absoluto." )
( SECYT_mm_1_563 "Realizó un experimento de electromagnetismo con un péndulo." )
( SECYT_mm_1_617 "El gestor está desautorizado para la transacción." )
( SECYT_mm_1_83 "La falsificación de la firma fue atribuida al empleado." )
( SECYT_mm_1_441 "Una mampara réstica refracta la luz." )
( SECYT_mm_1_685 "Es una burda ayudantía para el burdel inhospitable." )
( SECYT_mm_1_128 "Luis Miguel ídolo gritaban las fans." )
( SECYT_mm_1_516 "El clima estuvo nubloso en el mediodía campestre." )
( SECYT_mm_1_275 "Su dogma fue la patriedad criolla." )
( SECYT_mm_1_7 "Además confirmó lo que predecían las matemáticas." )
( SECYT_mm_1_240 "El microscopio tenía una lámpara de bajo poder voltaico." )
( SECYT_mm_1_683 "Embadurnar la jofaina con pintura asfáltica." )
